A	B	C	D	E	F	G
1.083027456	-0.328706476	3.847398921	5.601616922	2.380874638	18.46375871	5.153050817
1.454780014	2.401290918	10.07233778	9.591293223	-0.126277714	24.16138994	6.094161144
-0.288247966	5.152122782	12.72655539	13.8571963	3.524699399	24.45967089	4.495102885
0.816964455	3.096386895	9.075431314	10.631535	1.04274322	23.96245523	5.777685957
2.063181618	-3.312242051	-0.523852239	0.970200089	5.065905882	19.96890921	6.421940716
1.264341502	5.376900087	15.35907504	14.23646879	-0.328710564	19.44783406	2.383112503
-1.067064459	-2.692186184	-4.843778679	2.049496128	4.659254853	13.42341259	5.162999057
0.632146468	5.148314393	13.76618263	13.86461225	5.999375724	26.582808	3.879199591
0.410747258	1.479978303	5.149668527	8.570193185	5.804821217	23.53607351	5.651430293
2.640444019	5.412628395	18.13463703	14.68917347	1.251612016	31.20284639	6.768966211
1.098862631	6.017953772	15.86980465	14.54033322	3.805268407	24.52346866	2.869640523
0.815025797	0.523059451	4.782261524	6.570991558	4.873493175	15.75063841	1.724226349
1.835502518	-0.91912755	2.915021989	4.177851692	5.886619973	19.22068242	4.524799827
0.483840261	7.449639185	16.84587273	16.91881249	2.658307417	31.43451067	7.797691099
0.230228999	0.457993662	3.273372563	6.720967094	1.965257805	22.8493794	9.479310983
0.282200029	1.998391578	6.082333398	8.813485806	4.086240241	26.53505203	8.459134233
-1.430140479	1.207689444	1.009343511	8.393568274	1.614719091	11.73708433	2.502703812
0.004012157	7.29269383	15.67445726	16.65007378	7.72445849	33.27339226	6.547025568
-0.74215321	2.326250603	4.834935166	9.812380021	1.409671306	19.8480717	6.91856616
0.418017857	2.697091701	7.788972406	9.76152591	5.234419874	27.42384512	7.433160653
0.171964651	2.432747866	7.774205913	9.582759561	4.982178965	27.96857024	7.985810363
0.441830155	-0.147662013	2.824795733	5.723432986	5.493121913	16.23443659	2.166628278
2.233976525	-1.38801006	3.269238006	4.028709836	2.879541507	27.68383427	10.43648466
0.358846919	1.263836672	5.037464957	7.754876491	5.602491249	27.82090684	8.78774465
1.204454535	-1.249960944	2.753931987	3.87670787	2.831992674	18.4287641	6.044881026
0.745611796	2.95466844	9.044786908	10.6871226	1.446674835	19.79167015	3.061826637
0.418882634	0.181800094	3.477730133	5.575216976	5.837754727	22.11989959	7.287468058
0.140447943	2.14544577	5.693152637	8.781850468	5.17311525	19.25609715	3.707616018
-0.097883798	3.900916464	10.04944049	11.49300821	7.588694336	24.90562209	4.886492862
1.346673221	1.690683644	7.020930676	8.262503425	7.158959588	28.44033904	7.171139938
3.577641957	1.428917127	11.2516162	7.868975562	2.037583098	30.92210271	8.650302311
1.020601578	2.199860236	9.154858209	9.178704906	0.753725016	18.974523	4.814462761
0.682874181	2.479813321	8.546495328	9.379461035	3.644678896	18.51646106	3.391802383
-0.102023847	8.05511214	18.18038076	17.7841258	3.435562133	31.54370872	6.513340543
0.134457187	6.599693695	15.48589365	15.72657919	1.368480602	24.13472695	4.099233312
1.724057647	0.873046192	7.219964795	7.695247732	3.828548823	27.08445207	7.702352011
0.918698475	-3.296166092	-3.172979686	0.736630648	3.945462069	11.63495221	4.52800346
3.087224413	1.891019541	12.25231398	8.951767862	2.075046521	17.37526354	0.181682403
1.062233319	0.861017723	5.021569893	8.263382507	3.03567107	19.64189238	4.92548451
0.507429297	6.451383965	16.27331234	15.67814877	4.486037262	26.93271381	3.616284979
-0.302565091	1.607979105	5.607361622	8.804231496	3.96571226	19.49272298	5.368091374
-1.040217387	-0.311356977	-0.38861118	5.429088757	7.557762738	20.43576625	5.383080016
0.849236125	3.61782221	10.20464166	11.97970229	0.232137275	23.44222821	6.231382058
2.217679301	5.861906398	17.90051639	14.59762089	4.143554894	35.17913773	8.262546979
-0.118724773	5.925361863	13.89101625	14.48635273	1.653882551	23.96072175	5.915112266
-0.159626057	2.541626026	5.633574968	9.591492965	0.520843693	16.61707875	4.803705426
-0.489379364	-1.055726246	-1.458640993	5.021892639	2.899775512	16.0887521	4.928056673
1.071596104	4.300606727	12.9553019	13.16940435	5.537658505	31.94288289	7.963220308
-0.141448336	-1.563504764	-1.253167153	3.802230056	2.754807011	18.0738789	7.219807295
1.610291091	0.912445549	7.326785795	7.333742845	5.591474335	21.68016915	3.97852067
0.817551373	0.081145497	5.019331711	6.506572856	3.010962575	18.48031045	4.721322999
0.368469332	-0.504242596	2.244606868	5.459429811	5.629157339	15.96698314	2.991513859
0.240618626	1.053588084	4.721842827	8.122356545	5.535694287	30.47331672	10.48827964
0.157963917	4.474096413	11.36745677	12.10393666	1.194388662	17.99300711	2.389126473
0.938071249	6.2418801	16.44279427	15.50211586	7.678633453	32.82069184	4.859235457
1.589489005	2.678777743	10.18475987	9.576204366	3.377144527	22.31444196	4.108761793
1.656155203	4.083425239	13.51960218	12.188317	2.229934551	26.9082999	6.230333261
0.29417567	2.454855173	7.337307546	9.14509978	2.402840379	18.26769545	3.886589007
0.765718737	3.459661979	10.8029156	11.28415254	1.005274107	20.83164114	3.712250006
0.56477466	2.343849009	7.866458422	9.401670345	3.794732583	27.19109297	8.288122157
1.037184009	2.024127122	7.975557908	9.041676673	4.050209275	24.42085176	6.079729383
-0.498827543	3.309762158	7.403821105	10.84878388	3.759861421	14.61329944	0.6697053
1.069606252	2.030294627	8.316077808	9.161960153	6.41351757	23.38954954	4.25330132
0.154950221	3.819215176	10.30220627	12.15157364	1.329452523	22.57155486	5.262369831
1.59523468	2.61892756	10.24791633	10.2191661	1.353190451	30.31978485	9.890705877
2.812965967	5.215079026	17.84485318	14.47895403	2.58205594	37.13646626	9.280221692
2.111621098	1.315449025	8.552952145	7.989860618	3.096341728	21.03498499	3.989844337
1.532456261	-0.67611205	3.026896428	5.306287021	6.459511592	22.4535907	6.089361598
2.03897103	1.758547988	8.806365797	8.418828489	1.114364268	18.31938538	3.143381134
-0.502661655	5.306359888	12.34970837	14.29481098	4.483421914	25.27843132	4.690636888
0.054990749	-0.973363164	0.063002443	4.590895953	0.33905242	7.954375888	2.125667428
0.762701571	-0.297138182	3.088015615	6.166872698	4.265782324	18.02582802	3.774854535
1.704167658	1.888138386	9.010365552	8.796752148	4.303517435	25.19659159	6.002707586
0.935905677	3.314883392	10.21651811	11.2255162	1.740518531	24.90688285	6.667628544
2.401198355	3.190730366	12.77196406	10.93011734	8.505889643	37.33396315	8.673873091
1.313342734	0.659452454	6.097984252	7.064332122	5.729820389	19.70648178	4.219351267
0.614496456	1.3107321	5.615011766	8.14382338	1.918029047	20.29661186	6.002456856
1.283156155	2.046694267	8.893179865	9.284917411	8.098283732	26.12303998	4.709626244
2.314497827	-2.899001564	1.35777517	2.062672275	2.567137546	16.57406228	5.9343698
1.073323064	2.721124617	9.15757744	10.40179728	5.513974224	26.06541096	5.626707145
0.266160038	5.315606728	13.0220977	14.33127609	2.685667852	29.12608969	7.457472055
2.794699307	0.163108077	6.979334231	5.804307201	2.065222135	19.30750592	5.010252553
-0.028914004	5.127098644	12.17400296	13.47004886	5.961626464	27.63715772	5.485608579
2.90140628	1.830108371	11.42614123	8.830339265	3.062188241	22.7103508	3.580567695
1.202326408	-2.489491121	-0.560377802	2.666235527	0.376426109	16.38178434	7.276716409
0.952531219	2.132814064	7.846673096	9.011308706	1.86708099	25.25390236	8.700960063
0.776474756	0.436218625	5.133369968	7.301152568	3.4139315	18.92581992	5.438650473
2.591536967	1.26997326	9.989163146	8.167106413	3.99583397	21.30294036	2.181849799
1.255187389	2.27163618	9.467869388	9.809166179	5.068302386	22.27045233	2.736566336
-0.683698142	-2.493432495	-4.316830715	1.952070922	3.212953949	10.06245369	3.859235456
1.23489172	1.34653269	6.915708585	8.487296823	0.550565959	14.7761044	2.66715278
1.391161427	1.405881272	7.344947962	8.38777529	5.550746074	28.12796851	6.210436564
1.101868693	3.788604495	12.28861478	11.30475122	4.741603807	24.75042893	4.248373423
0.732237294	0.106468616	3.416723586	6.035039947	4.123492261	20.6566159	5.819122057
1.214826973	-2.01959951	0.045647371	2.67594784	2.759384916	9.747744481	2.007105046
1.754907509	2.839356772	10.9006364	10.90301642	4.437783728	21.39115486	2.669565885
0.978358217	-2.120336499	0.420305563	3.116425389	1.321638125	13.74705439	5.169229818
-0.359588372	0.684634395	2.283004185	6.944538612	1.803445513	17.20156163	6.174210553
1.293613159	3.566917167	11.632852	11.29765278	4.169301063	27.1770006	6.591186994
1.035923071	1.108784474	5.817663864	7.70450344	1.746035336	13.40096588	2.584507802
0.496244328	2.080005476	6.443772733	8.865605663	3.499910563	22.48836678	6.807710926
2.638881139	3.821715415	14.55925651	11.54614674	1.23031545	25.11050325	5.438136871
0.217235863	2.088138685	7.01589469	9.458832465	3.825574852	22.09198916	5.355425321
1.024290476	3.596666114	11.35837683	11.22751401	4.804763761	24.12850231	3.733380806
-0.048786641	-0.587571144	0.567443513	4.881039646	2.486732468	20.14466057	8.168778438
-0.54954833	0.520486838	2.06547195	6.586535553	6.129674681	25.43916286	8.734684703
1.121894396	5.027549851	14.73682549	13.75498934	5.592030796	28.75704967	4.489799725
1.406634013	7.624838812	20.71335017	17.72227659	3.799697234	36.42961598	8.20151707
1.80327182	-0.694444827	5.451124591	5.462516887	3.176093953	21.01131849	4.687586259
1.852209275	-3.464505771	-0.951894006	0.370976628	2.942692009	13.56951463	4.30155217
1.070286341	-0.948139637	2.843303688	4.611804775	2.754752851	12.83121696	3.525709717
1.973002207	0.22876977	6.56276214	6.320563785	2.650378698	22.22322892	5.406407077
2.172216638	0.496034436	6.992763727	6.734179784	4.185346928	21.87726206	4.628695754
-1.689838517	-2.290038057	-5.575474559	2.919514517	3.299265629	7.087109223	3.10331419
0.363868076	0.11768411	2.86283382	6.364279518	7.905635482	28.37505993	8.405360113
0.588729613	6.624934894	15.61786946	15.88431617	1.760207773	28.08525116	6.242075955
-0.683812857	1.917094005	4.553283531	8.773649719	3.497901644	21.87517464	7.59708162
1.191352245	6.592019835	16.45626831	15.82347447	0.873175108	24.71980835	3.212656088
2.903850694	2.6417817	12.91975623	10.63920627	3.031993099	26.73837464	4.987508558
-0.109951121	2.547436796	5.910175001	10.21133238	6.138263158	21.97923727	4.02725974
-0.512855561	2.905947313	7.202047913	10.44444099	6.328358431	25.9501893	5.612430522
2.685318168	-1.236378988	4.594002315	3.779235599	0.350846067	21.74650513	7.220835312
0.688204584	3.570118896	9.633966343	11.295341	3.364820166	25.78703881	6.907633802
2.50480098	1.880362032	10.97200708	8.506025554	7.34527677	26.73850607	3.540079586
